 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
0.0013124651376447813,0.04321104433703958,0.0010865628395508873,0.0012669683257918551,0.0003565808709365656,0.0002944522705682713,0.016986301369863014,0.0,0.026625044918092047,0.031946622616986727,0.060255524861878455,0.0,0.07586255083252912,0.0755947874312242,8.823246076057368e-07,0.014093806991056662,0.030560817594654788,0.043164826462302845,5.000075001125017e-06,0.0018430166666666668,0.0006523952801769913,0.0008841105708661417,0.0012857636363636364,7.079646017699116e-08,0.043208366666666664,0.015712133332727272,0.026061610719794345,0.043491721739130434,2.7816455696202533e-05,0.0,0.0021000796581939316,0.00209931953091067,4.382144561671531e-07,1.3500174920000001e-06,0.0,0.047808219178082194,0.13006321741161764,0.08085928095857194,0.006534259071428571,0.0,0.0,1.0,0.0,0.0,0.5,0.13932188361783002,0.026625044918092047,0.07586255083252912,0.0021000796581939316,0.0010865628395508873,0.0003565808709365656,0.0012669683257918551,0.0002944522705682713,0.7134375763498656,0.0038604736328125,0.0005432814197754436,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � Brute Force
0.0013124651376447813,0.04214646823436132,0.0016298442593263311,0.0012669683257918551,0.0002567940518682116,0.0012534202642027232,0.018036529680365298,0.0,0.0134219404518601,0.02701867344820506,0.25,0.0,0.3229306341806178,0.2819662018569464,1.1027890441717733e-06,0.011169094720302027,0.02760033632516704,0.043157591679631235,3.700055500832513e-05,0.04214478333333333,0.009945671582300886,0.025992585637795277,0.04511930909090909,3.3982300884955755e-06,0.00046820833333333333,0.00017025757576363636,0.00013582414447300771,0.00018803478260869566,1.139240506329114e-06,0.0,0.0029690781374465927,0.00209931953091067,6.473122129660373e-07,1.3841175279999999e-06,0.0,0.19835616438356166,0.3441896290475731,0.29052914296013377,0.08435600529761904,0.0,0.0,1.0,0.0,0.0,0.0,0.36435353290294487,0.0134219404518601,0.3229306341806178,0.0029690781374465927,0.0016298442593263311,0.0002567940518682116,0.0012669683257918551,0.0012534202642027232,0.7134375763498656,0.00372314453125,0.0003621876131836291,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � Brute Force
0.0013124651376447813,6.666934510760637e-07,0.0,0.00018099547511312217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008230435131835946,2.8445230184544703e-06,0.0,6.956521799621929e-07,8.200123001845028e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002896661597508871,0.0002895613146083683,0.0041152145938110575,0.012345679009999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0002896661597508871,0.0,0.0,0.00018099547511312217,0.0,0.006621060346933789,0.0038604736328125,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � Brute Force
0.0013124651376447813,0.04392778146528704,0.0010865628395508873,0.0009049773755656109,0.00033808890796236014,0.0001814160908714468,0.025616438356164384,0.0,0.025244294051180224,0.04173882081254542,0.06134898710865562,0.0,0.06543594431436282,0.07971912259284732,7.411645201090285e-07,0.016932597472307374,0.033159020155902004,0.04314708733171381,4.7000705010575165e-05,0.043926025,0.01554903539823009,0.03154492527559055,0.045108327272727275,5.716814159292036e-06,0.002251725,0.0012282136363636364,0.0016915792429305914,0.0023039739130434785,3.272151898734177e-05,0.0,0.0021000796581939316,0.0015201969016939336,4.3087204508057586e-07,9.485644709999999e-07,0.0,0.048675799086757995,0.10769518113351821,0.08055248123079181,0.006484768011904761,0.0,0.0,1.0,0.0,0.0,0.0,0.11664335386600602,0.025244294051180224,0.06543594431436282,0.0021000796581939316,0.0010865628395508873,0.00033808890796236014,0.0009049773755656109,0.0001814160908714468,0.7134375763498656,0.0037384033203125,0.0003621876131836291,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � Brute Force
0.0013124651376447813,0.04184032260162719,0.0010865628395508873,0.0007239819004524887,0.00033948452780947,0.0001814160908714468,0.025799086757990867,0.0,0.025348501668594484,0.0419424365596564,0.06134898710865562,0.0,0.08179493039295353,0.08640576040233838,7.126318122710351e-07,0.017740752963617542,0.0349073093986637,0.04315350472307396,1.9000285004275067e-05,0.04183865,0.014810141592920356,0.03183197069291339,0.04511503636363636,3.185840707964602e-07,0.0001559,0.00011338181818181819,6.678013607969152e-05,9.841739130434783e-05,2.9556962025316457e-05,0.0,0.0021000796581939316,0.0012306355870855654,4.5295699700765465e-07,7.967114939999999e-07,0.0,0.048675799086757995,0.1168643102727234,0.08303342467930154,0.006890369315476191,0.0,0.0,1.0,0.0,0.0,0.0,0.1274594623600435,0.025348501668594484,0.08179493039295353,0.0021000796581939316,0.0010865628395508873,0.00033948452780947,0.0007239819004524887,0.0001814160908714468,0.7134375763498656,0.0037384033203125,0.0003621876131836291,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � Brute Force
0.0013124651376447813,0.013575945413606991,0.00199203187250996,0.0014479638009049773,0.0007484011430126548,0.0012963004311359744,0.02584474885844749,0.0,0.03259744369252708,0.039202728222333186,0.3067449355432781,0.0,0.292230978585734,0.33804943810178817,4.074680185735819e-06,0.0030296439068841683,0.007436895158129175,0.012726591415013838,6.0000900013500204e-05,0.013575408333333334,0.002621156877876107,0.006882340028346457,0.013305081818181817,3.4513274336283186e-06,0.0013133833333333334,0.0004093662338181818,0.00023842922236503856,0.0004545565217391304,5.0949367088607595e-05,0.0,0.0035484104569483673,0.0023888808455190384,2.443628958813757e-06,4.910840619e-06,0.0,0.24337899543378996,0.34356898350077164,0.3171514855487837,0.1005240782142857,0.0,0.0,1.0,0.0,0.0,0.0,0.3606657232859496,0.03259744369252708,0.292230978585734,0.0035484104569483673,0.00199203187250996,0.0007484011430126548,0.0014479638009049773,0.0012963004311359744,0.7134375763498656,0.0040130615234375,0.0009054690329590729,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � Brute Force
0.0013124651376447813,0.04240478694564888,0.0005432814197754436,0.0007239819004524887,0.0001249079763163312,9.679753659784189e-05,0.01634703196347032,0.0,0.01632151726143314,0.031065205970245882,0.043911141804788216,0.0,0.0436430292935829,0.06559491059147181,5.063837406231112e-07,0.025685853559820733,0.04199595652561248,0.04350003516086988,5.000075001125017e-06,0.00071555,0.0005065840707964602,0.0007673369135433072,0.0007716636363636364,7.079646017699116e-08,0.04240245833333334,0.03083815150909091,0.03681684170951157,0.0435062347826087,3.10126582278481e-05,0.0,0.0012310811789412702,0.0012306355870855654,2.502440239507223e-07,7.86106202e-07,0.0,0.03484018264840183,0.07268963343735256,0.06518360412412515,0.004246326058333334,0.0,0.0,1.0,0.0,0.0,0.5,0.08175731533680125,0.01632151726143314,0.0436430292935829,0.0012310811789412702,0.0005432814197754436,0.0001249079763163312,0.0007239819004524887,9.679753659784189e-05,0.7134375763498656,0.00360107421875,0.00018109380659181456,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � Brute Force
0.0013124651376447813,0.1783838582381714,0.004889532777978993,0.0034389140271493214,0.0020679597084550137,0.0025234597647020617,0.025616438356164384,0.0,0.03860240734056545,0.03807804137073817,0.16666666666666669,0.0,0.23952638361304726,0.16533121844910592,7.142221866324975e-07,0.016442757241038112,0.02646730982182628,0.043156052549183074,4.100061500922514e-05,0.17833333333333334,0.014031598819469028,0.023223690047244096,0.0451177,1.2477876106194691e-05,0.13666666666666666,0.016569143434545453,0.01834849145244216,0.038921191304347826,1.930379746835443e-06,0.0,0.008183069012962561,0.00557405530621109,4.24239664002371e-07,8.87634614e-07,0.0,0.13223744292237444,0.31389957996474954,0.1819841691534338,0.03309815761309524,0.0,0.0,1.0,0.0,0.0,0.0,0.3205056833338846,0.03860240734056545,0.23952638361304726,0.008183069012962561,0.004889532777978993,0.0020679597084550137,0.0034389140271493214,0.0025234597647020617,0.7134375763498656,0.0053253173828125,0.0025353132922854038,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � Brute Force
0.0013124651376447813,5.416884289993018e-07,0.0,0.00018099547511312217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010100992591587293,2.3144876734008424e-06,0.0,5.652173962192817e-07,6.700100501507523e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002896661597508871,0.0002895613146083683,0.005050493318172617,0.01515151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0002896661597508871,0.0,0.0,0.00018099547511312217,0.0,0.005912533593940874,0.00360107421875,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � Brute Force
0.0013124651376447813,0.03375381439282657,0.00036218761318362907,0.00018099547511312217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1150698317631237e-07,0.04770664985347438,0.0520688679064588,0.03521446117577793,9.200138002070032e-05,0.03375246666666667,0.03584332743362832,0.045088157228346464,0.036815127272727274,1.1185840707964603e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0009414150191903831,0.00036195164326046036,2.3510415877220243e-07,2.46895536e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009414150191903831,0.00036218761318362907,0.0,0.00018099547511312217,0.0,0.7134375763498656,0.4419097900390625,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack � Brute Force
